id	filename	md5	size	state
c9518f76-0382-4172-9033-d6b1233fe86a	c9518f76-0382-4172-9033-d6b1233fe86a/unc.edu.ddb62dc3-293b-4021-905a-83ae10aa0f8e.1141532.rsem.genes.results	7de51e432b96ee07439abc9eeddd3556	1507838	validated
c9ce1e19-f3db-4467-88a3-653d50f84370	c9ce1e19-f3db-4467-88a3-653d50f84370/unc.edu.463d3f12-16bb-456a-8fb1-f200c7996406.1151479.rsem.genes.results	f2d01d47dc0c6365633b506ed0b44dcb	1519299	validated
c9dbc597-53cb-4aca-bf1d-ecb6d2462b6b	c9dbc597-53cb-4aca-bf1d-ecb6d2462b6b/unc.edu.2ba9072c-39b9-438d-9a2c-0726dc3dc659.1119505.rsem.genes.results	08bd71ace96c310e42ddf8a79e1623b7	1518815	validated
cb9004c8-a27b-4dc8-a563-6b66c9f19517	cb9004c8-a27b-4dc8-a563-6b66c9f19517/unc.edu.e7d1fcd1-eb2a-4b6d-b5bd-6a0a6e4bec66.1287868.rsem.genes.results	96dee5d4fef66db9b8a151c2f0cd535f	1504931	validated
cbc454d9-30b7-4ed2-9e79-0fbcfc310b0b	cbc454d9-30b7-4ed2-9e79-0fbcfc310b0b/unc.edu.4adf4439-3d60-44ac-a6f0-9f42cc081a93.1133787.rsem.genes.results	dcb993bffc726d3ccc4730295981d51a	1514999	validated
cc2607d7-cfb0-487f-a799-1354c3ed4281	cc2607d7-cfb0-487f-a799-1354c3ed4281/unc.edu.62b06301-531d-4fc1-bb00-ede8e507e8f4.1123947.rsem.genes.results	8650956f3ef4996b9af9f13ac9c08ccc	1515021	validated
cc870a9c-6328-4239-bf0b-ddbd187944f1	cc870a9c-6328-4239-bf0b-ddbd187944f1/unc.edu.c539f561-93db-41f3-8d9f-71cd77a096a7.1171417.rsem.genes.results	047d18dbc3e292aab54083345b6f2c44	1514065	validated
ccb5636d-a3dc-4714-be99-6db8559b77c1	ccb5636d-a3dc-4714-be99-6db8559b77c1/unc.edu.08d85849-cda7-4709-a934-fdc586418d7f.1150822.rsem.genes.results	045000e913918310632a8f5f993cb4ce	1519204	validated
d284039c-42b0-487d-8cdb-3a8d6cc62c0e	d284039c-42b0-487d-8cdb-3a8d6cc62c0e/unc.edu.5a6b1292-431d-4057-912f-6c8b8f12aed8.2636830.rsem.genes.results	3f22d66b8ee1f3f2170c236053170f0e	1521567	validated
d6e9b7b5-a7ca-4aa7-8502-b3533ef42dcb	d6e9b7b5-a7ca-4aa7-8502-b3533ef42dcb/unc.edu.54d166b6-fb32-4003-b944-8d0f23cfa125.2306814.rsem.genes.results	976a659854c4e66efb52a66173465bfd	1517104	validated
d81ebfb6-f432-419a-819c-d132e246e2c2	d81ebfb6-f432-419a-819c-d132e246e2c2/unc.edu.24c0ef45-670d-4595-b623-87f81aeb92a7.1156088.rsem.genes.results	eafb5527b8267f45c660cb046c97100b	1512680	validated
da618b63-5b53-40ee-ba94-6aa2728acd6a	da618b63-5b53-40ee-ba94-6aa2728acd6a/unc.edu.4543cecd-6333-473b-b5ce-96d33ab47706.1314862.rsem.genes.results	7a7e92601c953f328cc51e8a0539c2b0	1483834	validated
dafefcb1-ac76-4ab2-81db-70a42c9f22cb	dafefcb1-ac76-4ab2-81db-70a42c9f22cb/unc.edu.ef91ee42-e50f-44f7-967a-48698e920d12.1135833.rsem.genes.results	09fe7809c38b57a012e0a7404fbcf0e1	1515552	validated
dcfc3537-ae7e-43bd-9e9f-e79853a6b6e9	dcfc3537-ae7e-43bd-9e9f-e79853a6b6e9/unc.edu.670eab31-e873-4404-bbff-1b427e7b80c1.1265218.rsem.genes.results	ccc3eba2b7b6e0a6a2f0a3439f70f3dc	1508193	validated
e072d301-e631-41c9-8a1a-0611967ba35e	e072d301-e631-41c9-8a1a-0611967ba35e/unc.edu.3ea70053-af2a-4fec-9416-d18b6156f516.1128749.rsem.genes.results	e523d81e6bc79e1789b38daa8ee7ceed	1500379	validated
e29a2437-4d97-44bd-85ae-09566b09e264	e29a2437-4d97-44bd-85ae-09566b09e264/unc.edu.692abecd-9c2a-48ec-8794-7e84a5317c46.2307565.rsem.genes.results	d604e7da66e4dd803afc6d05cc062ce0	1519740	validated
eacdda00-db62-428b-8bbe-78648c9ac26f	eacdda00-db62-428b-8bbe-78648c9ac26f/unc.edu.30fad3cd-09a5-4867-9d18-a940041a2b60.1152517.rsem.genes.results	c5a523f5fc6bdf53d4c8caf5173d2c54	1519477	validated
ec890598-377b-40e6-8d87-39edf6c24f7f	ec890598-377b-40e6-8d87-39edf6c24f7f/unc.edu.e637db43-508a-4a37-92e4-eea96b35b65b.1152779.rsem.genes.results	c71f3b8ba6ec06a7d51944bae56aace2	1519339	validated
f1126c96-3b8e-486b-b766-786b0369889f	f1126c96-3b8e-486b-b766-786b0369889f/unc.edu.e074391d-348f-4f95-aad0-7f51c56b9696.1149973.rsem.genes.results	81bce3e0d7defcae52e71ccfbfb3628a	1511346	validated
f6c2f76e-25da-43b3-91c1-d647cb8925d1	f6c2f76e-25da-43b3-91c1-d647cb8925d1/unc.edu.52cca577-c5d1-4dff-9e3a-4007beb120db.1879828.rsem.genes.results	572b33e793f073b0c6a4c0f7f830c717	1517742	validated
f7b7119d-5fa2-419c-b254-76aa532b118f	f7b7119d-5fa2-419c-b254-76aa532b118f/unc.edu.dbba4276-4b85-4309-8f98-951313c3a3dc.1119175.rsem.genes.results	ed375f71581a57b427e6a6f4fad675e4	1515732	validated
fbdebba5-8d46-4a55-bef4-04474a7d19f1	fbdebba5-8d46-4a55-bef4-04474a7d19f1/unc.edu.c924c2a8-ab41-4499-bb30-79705cc17d45.2622934.rsem.genes.results	80e288eb61f979ae929690a5d8cfe684	1502170	validated
