Gene	Long_Over3Years	Short_Under3Years	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative	fdr
FAM187B	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
FFAR1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
FFAR3	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
FOLR1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
FOLR3	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
FXYD1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
FXYD3	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
FXYD5	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
FXYD7	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
GABRA5	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
GABRB3	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
GPI	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
GPR42	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
GRAMD1A	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
HAMP	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
HAUS5	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
HBS1L	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
HDAC9	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
HPN	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
INADL	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
ITGB8	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
JUN	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
LEUTX	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
LGALS13	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
LGALS14	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
LGALS16	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
LGALS17A	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
LGI4	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
LINC00271	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
LINC00904	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
LRTOMT	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
LSR	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
MACC1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
MAG	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR139	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR148A	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4692	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4715	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR5196	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR548A2	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
MYB	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
MYSM1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
NFE2L3	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
NPAP1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
NUMA1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
OMA1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
PDCD2L	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
PDE2A	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
PPAP2B	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
PRKAA2	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
PRPS1L1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
PWRN1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
PWRN2	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
RAPGEF5	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SL154P	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SL180P	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SL475P	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SL491P	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SL713P	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
RNA5SP214	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
RNA5SP390	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SCGB1B2P	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SCGB2B2	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SCN1B	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SELV	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SLC17A1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNHG14	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORA48|ENSG00000212604.1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORD108	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORD109A	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORD109B	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORD115|ENSG00000212428.1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORD56|ENSG00000200753.1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORD64|ENSG00000270704.2	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
snoU13|ENSG00000238615.1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNRPN	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNURF	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SUPT5H	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
TACSTD2	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
TIMM50	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
TM2D1	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
UBA2	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
UBE3A	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
USF2	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
WTIP	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
ZNF181	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
ZNF30	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
ZNF599	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
ZNF792	0	5	0	0.063291139	2.017342523	0.077755549	1	-1	-0.002643151	2-sample test for equality of proportions with continuity correction	less	0.645660657
SCARNA20|ENSG00000251818.1	8	21	0.148148148	0.265822785	1.960540288	0.080727774	1	-1	0.011960762	2-sample test for equality of proportions with continuity correction	less	0.645660657
