Gene	Long_Over3Years	Short_Under3Years	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative	fdr
PLA2G4A	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
PRG4	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
PRRX1	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
PTGS2	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
RGS8	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SKP229	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
RNA5SP66	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
RNA5SP70	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
RNA5SP76	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORA36B	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
snoU13|ENSG00000238576.1	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
snoU13|ENSG00000238798.1	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
STX6	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
SUCO	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
TAF1A	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
TPR	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
U3|ENSG00000221673.1	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
U3|ENSG00000252241.1	5	10	0.092592593	0.126582278	0.108541754	0.370905237	1	-1	0.071018758	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4727	25	40	0.462962963	0.506329114	0.099047888	0.376487605	1	-1	0.11719605	2-sample test for equality of proportions with continuity correction	less	0.645660657
ARNT	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
ATP2B4	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
B3GALNT2	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
BNIPL	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
C1orf147	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
C1orf56	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
CD7	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
CD84	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
CDC42SE1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
CHML	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
COPA	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
CTSK	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
DISC1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
EXO1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
FH	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
GGPS1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
GNG4	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
HHAT	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
HNF4G	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
IKBKE	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
KCNH1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
KLHL12	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
KMO	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
LAX1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
LGR6	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
LYST	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MAP10	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MAP1LC3C	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR1537	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR205HG	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR3123	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR365B	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4677	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4725	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4739	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4753	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MLK4	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
MLLT11	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
NCSTN	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
NID1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
NTPCR	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
OPN3	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
OPTC	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
PBX1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
PCNXL2	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
PLD5	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
PLXNA2	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
PM20D1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
PRELP	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
RAB7L1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
RABIF	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
RGS7	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SKP12	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SL299P	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
RN7SL45P	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
RNA5SP437	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
RNA5SP81	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
SECTM1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
SIPA1L2	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
SLAMF1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
SLC41A1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
SLC7A13	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORA77|ENSG00000221643.1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
snoU13|ENSG00000239173.1	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNX16	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
SRGAP2	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
TBC1D16	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
TBCE	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
TRAX	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
WDR64	7	13	0.12962963	0.164556962	0.093892358	0.379642974	1	-1	0.08245069	2-sample test for equality of proportions with continuity correction	less	0.645660657
ARMC7	9	16	0.166666667	0.202531646	0.086397115	0.384404221	1	-1	0.091482447	2-sample test for equality of proportions with continuity correction	less	0.645660657
HN1	9	16	0.166666667	0.202531646	0.086397115	0.384404221	1	-1	0.091482447	2-sample test for equality of proportions with continuity correction	less	0.645660657
ITGB4	9	16	0.166666667	0.202531646	0.086397115	0.384404221	1	-1	0.091482447	2-sample test for equality of proportions with continuity correction	less	0.645660657
NT5C	9	16	0.166666667	0.202531646	0.086397115	0.384404221	1	-1	0.091482447	2-sample test for equality of proportions with continuity correction	less	0.645660657
SUMO2	9	16	0.166666667	0.202531646	0.086397115	0.384404221	1	-1	0.091482447	2-sample test for equality of proportions with continuity correction	less	0.645660657
LINC00483	19	31	0.351851852	0.392405063	0.085208302	0.385179779	1	-1	0.115004419	2-sample test for equality of proportions with continuity correction	less	0.645660657
LUC7L3	19	31	0.351851852	0.392405063	0.085208302	0.385179779	1	-1	0.115004419	2-sample test for equality of proportions with continuity correction	less	0.645660657
XYLT2	19	31	0.351851852	0.392405063	0.085208302	0.385179779	1	-1	0.115004419	2-sample test for equality of proportions with continuity correction	less	0.645660657
C8orf37	11	19	0.203703704	0.240506329	0.082636035	0.38687821	1	-1	0.098714095	2-sample test for equality of proportions with continuity correction	less	0.645660657
C8orf47	11	19	0.203703704	0.240506329	0.082636035	0.38687821	1	-1	0.098714095	2-sample test for equality of proportions with continuity correction	less	0.645660657
DPY19L4	11	19	0.203703704	0.240506329	0.082636035	0.38687821	1	-1	0.098714095	2-sample test for equality of proportions with continuity correction	less	0.645660657
FADD	11	19	0.203703704	0.240506329	0.082636035	0.38687821	1	-1	0.098714095	2-sample test for equality of proportions with continuity correction	less	0.645660657
HMGB1P24	11	19	0.203703704	0.240506329	0.082636035	0.38687821	1	-1	0.098714095	2-sample test for equality of proportions with continuity correction	less	0.645660657
INTS8	11	19	0.203703704	0.240506329	0.082636035	0.38687821	1	-1	0.098714095	2-sample test for equality of proportions with continuity correction	less	0.645660657
MATN2	11	19	0.203703704	0.240506329	0.082636035	0.38687821	1	-1	0.098714095	2-sample test for equality of proportions with continuity correction	less	0.645660657
NDUFAF6	11	19	0.203703704	0.240506329	0.082636035	0.38687821	1	-1	0.098714095	2-sample test for equality of proportions with continuity correction	less	0.645660657
RPL30	11	19	0.203703704	0.240506329	0.082636035	0.38687821	1	-1	0.098714095	2-sample test for equality of proportions with continuity correction	less	0.645660657
SNORA72|ENSG00000207067.1	11	19	0.203703704	0.240506329	0.082636035	0.38687821	1	-1	0.098714095	2-sample test for equality of proportions with continuity correction	less	0.645660657
ERAL1	15	25	0.277777778	0.316455696	0.081313061	0.387762907	1	-1	0.10904509	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM222B	15	25	0.277777778	0.316455696	0.081313061	0.387762907	1	-1	0.10904509	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR2053	15	25	0.277777778	0.316455696	0.081313061	0.387762907	1	-1	0.10904509	2-sample test for equality of proportions with continuity correction	less	0.645660657
TMEM100	15	25	0.277777778	0.316455696	0.081313061	0.387762907	1	-1	0.10904509	2-sample test for equality of proportions with continuity correction	less	0.645660657
HOXB8	13	22	0.240740741	0.278481013	0.081170886	0.387858444	1	-1	0.104494461	2-sample test for equality of proportions with continuity correction	less	0.645660657
HOXB9	13	22	0.240740741	0.278481013	0.081170886	0.387858444	1	-1	0.104494461	2-sample test for equality of proportions with continuity correction	less	0.645660657
KIF2B	13	22	0.240740741	0.278481013	0.081170886	0.387858444	1	-1	0.104494461	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR196A1	13	22	0.240740741	0.278481013	0.081170886	0.387858444	1	-1	0.104494461	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4523	13	22	0.240740741	0.278481013	0.081170886	0.387858444	1	-1	0.104494461	2-sample test for equality of proportions with continuity correction	less	0.645660657
SPAG5	13	22	0.240740741	0.278481013	0.081170886	0.387858444	1	-1	0.104494461	2-sample test for equality of proportions with continuity correction	less	0.645660657
ACBD4	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
AP5B1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
ARL2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
ARL4D	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
ASB16	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
ATG2A	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
ATXN7L3	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
BATF2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
C11orf85	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
C17orf53	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
C1QL1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
CAPN1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
CCDC103	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
CCDC85B	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
CD83	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
CDC42BPG	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
CDC42EP2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
CDCA5	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
CELF2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
CFL1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
CTSW	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
DCAKD	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
DPF2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
EDN1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
EFEMP2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
EFTUD2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
EHBP1L1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
EHD1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM171A2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM187A	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAM89B	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
FAU	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
FIBP	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
FMNL1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
FOSL1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
FRMD8	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
G6PC3	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
GFAP	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
GPHA2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
GRN	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
HDAC5	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
HEXIM1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
HEXIM2	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
ITGA2B	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
KAT5	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
KCNK7	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
KIF18B	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
LINC00710	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
LINC00854	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
LINC00910	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
LSM12	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
LTBP3	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MALAT1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MAP3K11	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MAP3K14	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MCUR1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR1266	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR192	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR193B	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR365A	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4489	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR4690	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MIR720	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MRPL49	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MUS81	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
MYO5C	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
NAALADL1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
NAGS	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
NEAT1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
NMT1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
NRG1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
OVOL1	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
PARN	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
PCNXL3	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
PHYH	2	5	0.037037037	0.063291139	0.073178752	0.393381764	1	-1	0.051118533	2-sample test for equality of proportions with continuity correction	less	0.645660657
